"CAMC_Name","CAMC_Country","CAMC_Birth","CAMC_Death","CAMC_Count","GND_Count","GND_URI","GND_Name","GND_Country","GND_Gender","GND_Birth","GND_Death","GND_VariantName","Birth","Death","Country"
"Sear, Phillip C.C.",NA,"1955",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1955",NA,NA
"Sechi, Giovanni Andrea",NA,NA,NA,3,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,NA
"Seixas, Jose Antonio Carlos de","PRT","1704","1742",2,1,NA,"not found",NA,0,NA,NA,NA,"1704","1742","PRT"
"Sekuloff, Michael S.","CAN",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"CAN"
"Semowich, Charles J.",NA,"1949",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1949",NA,NA
"Senfl, Ludwig","CHE",NA,NA,2,1,"http://d-nb.info/gnd/118764551","Senfl, Ludwig","CHE/DEU",1,"1486","1542","Senffl, Ludwig; Senfelius, Ludwig; Senfel, Ludwig; Senffel, Ludwig; Sennffl, Ludwig; Senfl, ...; Senffly, Ludwig; Senflius, Ludovicus; Sennfl, Ludwig; Senfli, Ludwig; Sennfel, Ludwig; Senffl, Ludovicus","1486","1542","CHE"
"Senigaglia, Jonathan D.","USA","1984",NA,5,1,NA,"not found",NA,0,NA,NA,NA,"1984",NA,"USA"
"Seraj, Ahmed M.","EGY","1957",NA,5,1,NA,"not found",NA,0,NA,NA,NA,"1957",NA,"EGY"
"Sermisy, Claudin de","FRA",NA,NA,8,1,"http://d-nb.info/gnd/118764756","Sermisy, Claudin de","FRA",1,"1490","1562","Claudin, de Sermisy; Sermisy, Claude de; Sermisy, Cl. de; Sermisi, Claudio de","1490","1562","FRA"
"Serrano, Blas","ESP",NA,NA,1,1,"http://d-nb.info/gnd/1036520315","Serrano, Blas","ESP",1,"1770",NA,NA,"1770",NA,"ESP"
"Setrakian, Setrak Antoine","LBN","1938",NA,25,1,NA,"not found",NA,0,NA,NA,NA,"1938",NA,"LBN"
"Severn, Edmund","USA","1852","1934",1,1,NA,"not found",NA,0,NA,NA,NA,"1852","1934","USA"
"Sfeir, Joe S.",NA,"1981",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1981",NA,NA
"Sgambati, Giovanni","ITA","1841","1914",2,1,"http://d-nb.info/gnd/11890745X","Sgambati, Giovanni","ITA",1,"1841","1914","Sgambatti, Giovanni; Sgambati, G.; Sgambati-Mancinelli, ...","1841","1914","ITA"
"Shand, Ernest",NA,"1868","1924",2,1,"http://d-nb.info/gnd/141384093","Shand, Ernest","GBR",1,"1868","1924",NA,"1868","1924","GBR"
"Shaver, Christopher L.","USA","1987",NA,8,1,NA,"not found",NA,0,NA,NA,NA,"1987",NA,"USA"
"Shear, Jordan D.","USA","1986",NA,22,1,NA,"not found",NA,0,NA,NA,NA,"1986",NA,"USA"
"Sheppard, John","ENG",NA,NA,3,1,"http://d-nb.info/gnd/124523951","Sheppard, John","GBR",1,"1515","1558","Shepherd, John; Sheperd, John","1515","1558","ENG"
"Shi, Yu","CHN","1978",NA,15,1,NA,"not found",NA,0,NA,NA,NA,"1978",NA,"CHN"
"Shimazu, Mark","USA",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"USA"
"Shostakovich, Dmitri","RUS","1906","1975",18,1,"http://d-nb.info/gnd/118642472","Šostakovič, Dmitrij Dmitrievič","RUS",1,"1906","1975","Šostakovič, Dmitrij D.; Schostakovitsch, Dmitri; Schostakowitsch; Schostakowitsch, D.; Schostakowitsch, D. D.; Schostakowitsch, Dmitri D.; Schostakowitsch, Dmitry; Shostacovich, D.; Shostakovič, Dimitri; Shostakovich; Shostakovich, Dimitry; Shostakovich, Dmitri D.; Shostakovich, Dmitri Dmitriyevich; Shostakovich, Dmitrii; Shostakovigh, D.; Shostakovitch, D.; Shostakovitch, Dimitri; Sciostakovic, Dmitri; Šostakovič, D.; Šostakovič, D. D.; Šostakovič, D'mitrij D'mitrijevič; Šostakovyč, Dmytro Dmytrovyč; Szostakowicz, D.; Szostakowicz, Dymitr; Chostakovitch, Dimitri; Chostakovitch, Dmitri; Schostakowitsch, Dimitri; Schostakowitsch, Dimitrij; Schostakowitsch, Dmitri; Schostakowitsch, Dmitrij; Shostakovich, Dimitri; Shostakovich, Dmitri; Shostakovich, Dmitry; Shostakovitch, Dmitri; Šostakovič, Dmitrij; Schostakowitsch, Dmitri Dmitrijewitsch; Schostakowitsch, Dimitrij Dimitrijewitsch; Shostakovich, Dmitrii Dmitrievich; Schostakowitsch, Dmitrij Dmitrijewitsch; Shostakowitsch, Dimitrij; Shostakowitch, Dimitrij; Шостакович, Дмитрий Дмитриевич","1906","1975","RUS"
"Sibelius, Jean","FIN","1865","1957",50,1,"http://d-nb.info/gnd/118642405","Sibelius, Jean","FIN",1,"1865","1957","Sibelius, Johan; Sibelius, Ia.; Sibelius, J.; Sibelius, Jean J.; Sibelius, Janne; Sibelius, ...; Sibelius, Johan Julius Christian; Sibelius, Ian; Sibelius, Jean Julius Christian; Sibelius, Jan; Sibelius, Ja.","1865","1957","FIN"
"Sibencanin, Ivan","HRV",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"HRV"
"Signorile, James Vincent","USA","1952",NA,23,1,NA,"not found",NA,0,NA,NA,NA,"1952",NA,"USA"
"Silva, José Claudio Cunha","BRA","1971",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1971",NA,"BRA"
"Simonetto, Alessandro Gioele","ITA","1974",NA,12,1,NA,"not found",NA,0,NA,NA,NA,"1974",NA,"ITA"
"Simpson, Daniel Leo","USA","1959",NA,188,1,NA,"not found",NA,0,NA,NA,NA,"1959",NA,"USA"
"Simpson, Thomas","ENG",NA,NA,3,1,"http://d-nb.info/gnd/132796511","Simpson, Thomas",NA,1,"1582","1628",NA,"1582","1628","ENG"
"Sinclair, Marc","ENG","1958",NA,3,1,"http://d-nb.info/gnd/140296204","Sinclair, Marc","DEU",1,"1968",NA,"Sinclair, Marcus",NA,NA,"ENG"
"Sinding, Christian","NOR","1856","1941",2,1,"http://d-nb.info/gnd/117401234","Sinding, Christian","DEU/NOR",1,"1856","1941","Sinding, Christian August; Sinding, Chr.; Sinding, Christian A.","1856","1941","NOR"
"Sirulnikoff, Jack","CAN","1931",NA,21,1,NA,"not found",NA,0,NA,NA,NA,"1931",NA,"CAN"
"Sitt, Hans","CZE","1850","1922",1,1,"http://d-nb.info/gnd/117418382","Sitt, Hans","DEU",1,"1850","1922","Sitt, Jan; Sitt, H.","1850","1922","CZE"
"Siu, Ken Fai-Kin",NA,"1982",NA,5,1,NA,"not found",NA,0,NA,NA,NA,"1982",NA,NA
"Sjöberg, Peter",NA,"1969",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1969",NA,NA
"Skroup, Frantisek","CZE","1801","1862",3,1,NA,"not found",NA,0,NA,NA,NA,"1801","1862","CZE"
"Smart, Henry Thomas","ENG","1813","1879",1,1,"http://d-nb.info/gnd/134026578","Smart, Henry Thomas","GBR",1,"1813","1879","Smart, Henry T.; Smart, Henry, II; Smart, Thomas, III; Smart, Henry","1813","1879","ENG"
"Smetana, Bedrich","BOH","1824","1884",59,1,"http://d-nb.info/gnd/118615017","Smetana, Bedřich","CZE",1,"1824","1884","Smetana, Friedr.; Smetana, Fr.; Smetana, Bedržich; Smetana, ...; Smetana, Bedrich; Smetana, Friedrich; Smetana, Frederick; Smītānā, Fridrīk","1824","1884","BOH"
"Smicklas, Gary R.","USA",NA,NA,9,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"USA"
"Smirnov, Dmitri N.","RUS/ENG","1948",NA,1,1,"http://d-nb.info/gnd/121191699","Smirnov, Dmitrij N.","RUS",1,"1948",NA,"Smirnov, Dmitry; Smirnov, Dmitriĭ Nikolaevich; Smirnov, D.; Smirnow, Dmitri; Smirnov, Dimitri; Smirnov, D. N.; Smirnov, Dmitrij; Smirnov, Dmitri; Smirnov, Dmitri Nikolaevich; Smirnov, Dmitrij Nikolaevič; Smirnov, Dmitri N.; Smirnov, Dmitrii N.; Smirnow, Dmitrij N.","1948",NA,"RUS/ENG"
"Smith, Brandon Timothy","USA","1980",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1980",NA,"USA"
"Smith, John Christopher","DEU/ENG","1712","1795",1,1,"http://d-nb.info/gnd/121573591","Smith, John Christopher","DEU/GBR",1,"1712","1795","Schmidt, Johann Christoph; Smith, John C.; Smith, John-Christopher; Smith, J. C.; Smith, J. Chr.","1712","1795","DEU/ENG"
"Smith, John Stafford","ENG","1750","1836",4,1,"http://d-nb.info/gnd/119006960","Smith, John Stafford","GBR",0,"1750","1836","Stafford Smith, John; Brown, John Stafford","1750","1836","ENG"
"Smith, Justin T.",NA,"1983",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1983",NA,NA
"Smith, Paul Edward","ENG","1973",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1973",NA,"ENG"
"Smith, Sydney","ENG","1839","1889",4,1,"http://d-nb.info/gnd/121881164","Smith, Sydney",NA,1,"1839","1889","Delacour, Victor; Smith, Edward S.; Smith, Sidney; Smith, S.; Smith, Edward Sydney","1839","1889","ENG"
"Smyth, Dame Ethel (Mary)","ENG","1858","1944",6,1,NA,"not found",NA,0,NA,NA,NA,"1858","1944","ENG"
"Sneethad, Cristopher Aktrim",NA,NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,NA
"Snuggs, Colin Peter","ENG","1977",NA,3,1,NA,"not found",NA,0,NA,NA,NA,"1977",NA,"ENG"
"Sokolov, Nikolay Alexandrovich","RUS","1859","1922",4,1,NA,"not found",NA,0,NA,NA,NA,"1859","1922","RUS"
"Solage","FRA",NA,NA,2,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"FRA"
"Soldá, Fábio","BRA","1982",NA,13,1,NA,"not found",NA,0,NA,NA,NA,"1982",NA,"BRA"
"Soler, Antonio","ESP","1729","1783",8,1,"http://d-nb.info/gnd/119143550","Soler, Antonio","ESP",1,"1729","1783","Soler, ...; P. Soler, Antonio; Soler, P. Antonio; Soler, Antonio P.; Soler, Padre; Soler, A.; Soler, Antonio Francisco Javier José; Soler, Antonio Ramos; Soler, Antoni; Soler Ramos, Antonio Francisco Javier José; Ramos, Antonio Francisco Javier José Soler; Soler; Soler, padre","1729","1783","ESP"
"Soltau, Jens G.","DEU","1957",NA,5,1,NA,"not found",NA,0,NA,NA,NA,"1957",NA,"DEU"
"Somis, Giovanni Battista","ITA","1676","1763",1,1,"http://d-nb.info/gnd/119528193","Somis, Giovanni Battista","ITA",1,"1686","1763","Somis, Giovanni B.; Somis, Giovanni Baptista; Somis, Gio Batta","1686","1763","ITA"
"Sommani, Andrea","ITA","1985",NA,6,1,NA,"not found",NA,0,NA,NA,NA,"1985",NA,"ITA"
"Sor, Fernando","ESP","1778","1839",92,1,"http://d-nb.info/gnd/119386984","Sor, Fernando","ESP/FRA",1,"1778","1839","Soru, Ferunando; Sor, Ferran; Sors, Joseph Fernando Macari; Sor, F.; Sor, Joseph F.; Sor, Ferd.; Sor, Ferdd.; Sors, Ferran; Sors, Fernando; Sor, Ferdinando; Sor, Ferdinand; Sor, Joseph Fernando Macari","1778","1839","ESP"
"Soria, Federico",NA,"1944",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1944",NA,NA
"Soto, Andres","CRI","1986",NA,13,1,NA,"not found",NA,0,NA,NA,NA,"1986",NA,"CRI"
"Sousa, John Philip","USA","1854","1932",56,1,"http://d-nb.info/gnd/119291525","Sousa, John Philip","USA",1,"1854","1932","Sousa, John Philipp; Sousa, John P.; Sousa, Johan Philipp; Sousa, Johan Philip; Sousa, John Phillip; Sousa, J. Ph.; Sousa, ...; Sousa, J. P.; Sousa, Philip","1854","1932","USA"
"Souza, Joaquim de Paula","BRA",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"BRA"
"Sowa, Jakub",NA,NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,NA
"Spadaro, Santi","ITA","1981",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1981",NA,"ITA"
"Spinacino, Francesco","ITA","1485",NA,1,1,"http://d-nb.info/gnd/134852303","Spinacino, Francesco","ITA",1,NA,NA,"Spinacino, F.; Spinaccino, Francesco","1485",NA,"ITA"
"Spindler, Fritz",NA,"1817","1905",1,1,"http://d-nb.info/gnd/117491314","Spindler, Fritz","DEU",1,"1817","1905",NA,"1817","1905","DEU"
"Spohr, Louis","DEU","1784","1859",30,1,"http://d-nb.info/gnd/118616366","Spohr, Louis","DEU",1,"1784","1859","Spohr, ...; Špor, Ljudvig; Spohr, L.; Spohr, Luigi; Spohr, Ludewig; Spohr, Luis; Spohr, Ludwig; Shpor, Ludvig; Spohrer, Alfred","1784","1859","DEU"
"Sponholtz Adolf, Henri","DEU","1803","1851",1,1,NA,"not found",NA,0,NA,NA,NA,"1803","1851","DEU"
"St Germaine, Arthur A.","NAI","1919",NA,15,1,NA,"not found",NA,0,NA,NA,NA,"1919",NA,"NAI"
"Stamitz, Carl","DEU","1745","1801",21,1,"http://d-nb.info/gnd/119000008","Stamitz, Carl","DEU",1,"1745","1801","Stamitz, Carlo; Stametz, ...; Stamic, Karel Filip; Stamitz, Carl P.; Stamitz, Charles; Stamitz, Karl; Stamic, Karel; Stamitz, Carl Philipp; Stamitz, Karl Philipp","1745","1801","DEU"
"Stanford, Charles Villiers","IRL","1852","1924",2,1,"http://d-nb.info/gnd/119032406","Stanford, Charles Villiers","GBR/IRL",1,"1852","1924","Stanford, CH... V...; Stanford, Charles V.; Stanford, Charles Villier; Drofnatski, Karel; Drofnatzki, Karel; Lear, E.; Stanford, C. Villiers; Stanford, Ch. V.; Stanford, C. V.; Villiers Stanford, Charles; Standford, Charles Villiers","1852","1924","IRL"
"Stanley, Charles John","ENG","1712","1786",10,1,"http://d-nb.info/gnd/119161923","Stanley, John","GBR",1,"1712","1786","Stanley, J.; Stanley, Charles John; Stanlay, John","1712","1786","ENG"
"Starke, Michael J.","USA","1955",NA,67,1,NA,"not found",NA,0,NA,NA,NA,"1955",NA,"USA"
"Steemson, Miss","ENG",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"ENG"
"Steffani, Agostino","ITA","1654","1728",1,1,"http://d-nb.info/gnd/118798561","Steffani, Agostino","DEU/ITA",1,"1654","1728","Steffanus, Augustinus; Steffano, Augustino; Piva, Gregorio; Stephani, Agostino; Steffano, Agostino; Stefani, Agostino; Staffani, Agostino","1654","1728","ITA"
"Steibelt, Daniel","DEU","1765","1823",1,1,"http://d-nb.info/gnd/104206780","Steibelt, Daniel","DEU",1,"1765","1823","Steibel; Steibelt; Stiebelt; Steibelt, D.; Steibelt, Daniel Gottlieb","1765","1823","DEU"
"Steiner, Emma R.","USA","1850","1928",1,1,NA,"not found",NA,0,NA,NA,NA,"1850","1928","USA"
"Steiner, Robert","DEU","1976",NA,2,1,"http://d-nb.info/gnd/135278104","Steiner, Robert A.","DEU",1,NA,NA,"Steiner, Robert Adrian; Steiner, Robert; Steiner, Rob; Steiner, Rob the Voice; Rob the Voice","1976",NA,"DEU"
"Stenger, IV, Carl Robert","USA","1959",NA,3,1,NA,"not found",NA,0,NA,NA,NA,"1959",NA,"USA"
"Stepec, Matthieu",NA,"1987",NA,25,1,NA,"not found",NA,0,NA,NA,NA,"1987",NA,NA
"Stephani, Johann","DEU","1560","1616",2,1,"http://d-nb.info/gnd/124772773","Steffens, Johann","DEU",1,"1560","1616","Steffens; Steffens, Johannes; Stephani, Johannes; Stephanus, Johannes; Stephanus, Johann; Steffen, Johann; Stephani, Johann; Stephan, Johann; Steffens, Johan","1560","1616","DEU"
"Stern, Peter H.",NA,"1944",NA,10,1,NA,"not found",NA,0,NA,NA,NA,"1944",NA,NA
"Steuerlein, Johan",NA,"1546","1613",1,1,"http://d-nb.info/gnd/121120791","Steuerlein, Johann","DEU",1,"1546","1613","Steuerlein, Johannes; Steurlein, Johann; Steurlein, Johannes; Steurlin, Johann; Steurlin, Johannes; Steurlein, Johann, der Ältere","1546","1613","DEU"
"Stieger, Robert Matthew",NA,"1977",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1977",NA,NA
"Stradella, Alessandro","ITA","1642","1682",3,1,"http://d-nb.info/gnd/118755714","Stradella, Alessandro","ITA",1,"1639","1682","Stradella, A.; Stradella, Allessandro","1639","1682","ITA"
"Strauss I, Johann","AUT","1804","1849",3,1,NA,"not found",NA,0,NA,NA,NA,"1804","1849","AUT"
"Strauss II, Johann","AUT","1825","1899",32,1,NA,"not found",NA,0,NA,NA,NA,"1825","1899","AUT"
"Strauss, Franz","DEU","1822","1905",3,1,"http://d-nb.info/gnd/117311901","Strauss, Franz","DEU",1,"1822","1905","Strauß, Franz; Strauss, Franz Joseph; Strauss, Franz J.; Strauss, Franz Josef","1822","1905","DEU"
"Strauss, Richard","DEU/AUT","1864","1949",14,1,"http://d-nb.info/gnd/11861911X","Strauss, Richard","DEU",1,"1864","1949","Strauss, Riccardo; Strauss, Richard Georg; Štrauss, Richard; Strauss, R.; Strauss, ...; Lixiade-Shitelausi; Shitelausi, Lixiade; Štraus, Richard; Straus, Richarnt; Strauß, Richard","1864","1949","DEU/AUT"
"Stravinsky, Igor","RUS/FRA/USA","1882","1971",66,1,"http://d-nb.info/gnd/118642545","Stravinsky, Igor","CHE/FRA/RUS/USA",1,"1882","1971","Stravinskij, Igor Fedorovič; Стравинский, Игорь Фёдорович; Stravinskij, Igor F.; Stravinskij, I. F.; Stravinskij, Igor'; Stravinskij, Igor' F.; Stravinskij, Igor' Fëdorovič; Strawinskij, I.; Stravinsky, ...; Strawinsky, ...; Strawinsky, Igor; Strawinsky, Igor F.; Strawinski, Igor; Stravynsʹkyj, Ihor; Stravynsʹkyj, Ihor Fedorovyč; Stravinskj, I.; Stravinsky, I.; Strawinsky, I.; Strawinsky, Igor Fjodorowitsch; Stravinsky, Igor F.; Strawinsky, Igór; Strawinsky, Igor Feodorowitsch; Strawinsky, Jgor; Stravinskij, Igor; Stravinsky, Igor Fyodorovich; Stravinsky, Igor Fedorovich; Stravinski, Igor; Strawinski, Igor Fjodorowitsch; Stravinskii, Igor' Fedorovich; Stravinskii, Igor Fedorovitch; Stravinskij, Igor Fe͏̈dorovič; Stravinskij, Igorʹ Fedorovič; Istrāvīnskī, Īgūr; Stravinskiĭ, Igorʹ Fedorovich; Strawiński, Igor Fiodorowicz; Strawinskij, Igor","1882","1971","RUS/FRA/USA"
"Strickland, Lily Theresa","USA","1887","1958",1,1,"http://d-nb.info/gnd/126382662","Strickland, Lily","USA",0,"1887","1958","Strickland, Lily Teresa; Anderson, Lily; Strickland, Lily T.; Strickland, Lily Theresa","1887","1958","USA"
"Strozzi, Barbara","ITA","1619","1677",1,1,"http://d-nb.info/gnd/119181045","Strozzi, Barbara","ITA",2,"1619","1677","Valle, Barbara","1619","1677","ITA"
"Stuart, Brian Ray",NA,"1978",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1978",NA,NA
"Suk, Josef","CZE","1874","1935",18,1,"http://d-nb.info/gnd/119559978","Suk, Josef","AUT/CZE/DEU",1,"1874","1935","Suk, ...; Suk, J.; Suk, Jesef; Suck, Josef; Shuk, Josef; Suk, Ǐozef","1874","1935","CZE"
"Sulit, Arthur Donato","USA","1968",NA,16,1,NA,"not found",NA,0,NA,NA,NA,"1968",NA,"USA"
"Sullivan, Sir Arthur","ENG","1842","1900",38,1,"http://d-nb.info/gnd/118799371","Sullivan, Arthur","GBR",1,"1842","1900","Sullivan, Artur; Sullivan, Arthur Seymour; Sullivan, Arthur S.; Sullivan, A. S.","1842","1900","ENG"
"Sung, Felix Eugene",NA,"1974",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1974",NA,NA
"Suppé, Franz von","AUT","1819","1895",9,1,"http://d-nb.info/gnd/118757873","Suppé, Franz von","AUT/FRA",1,"1819","1895","Suppé, F. von; Suppé, Fr. v.; Suppé Demelli, Francesco Ezechiele Ermenegildo; Suppé, Francesco de; Suppé, F. de; Demelli, Francesco Ezechiele Ermenegildo Suppé; Suppé, Franz de Paula von; Suppé-Demelli, Francesco Ezechiele Ermenegildo; Suppe, Franz von; Suppé, Franz de; Souppée, Franz von; Suppé, François de; Von Suppé, Franz; Demelli, Francesco Ezechiele Ermenegildo Cavaliere Suppé; Celesti, Italo","1819","1895","AUT"
"Sviridov, Georgy Vasilevich","RUS","1915","1998",2,1,NA,"not found",NA,0,NA,NA,NA,"1915","1998","RUS"
"Sweelinck, Jan Pieterszoon","NLD","1562","1621",8,1,"http://d-nb.info/gnd/118799517","Sweelinck, Jan Pieterszoon","NLD",1,"1562","1621","Sweeling, Jan P.; Sweelinck, Jan P.; Sweelink, Jan P.; Sweelinck, ...; Sweeling, Johan Peterssen; Swelingh, Jean Pierre; Sweelinck, Jan Peter; Sweling, Johan P.; Sweling, Johann P.; Sweling, Johan Peterssen; Sweling, Johann Peterssen; Swelingh, D. J.; Sweelinck, J. P.; Sweelinck, Jan Pieterszon; Sweelinck, Jan Pieterszn; Sweelinck, Jan Pieters; Sweelinck, Jan Pieter; Sweeling, Jan Pieterszoon; Zwelinck, Jan Pieterszoon; Sweelingh, Jan Pieterszoon; Sweling, Jan Pieterszoon; Swelingh, Jan Pieterszoon; Swelinck, Jan Pietersz.; Swelinck, Jan Pieterszoon; Sweelinck, Johann Peter","1562","1621","NLD"
"Szadek, Tomasz","POL",NA,NA,1,1,"http://d-nb.info/gnd/1032092033","Szadek, Tomasz","POL",0,"1550","1612","Tomasz, z Szadka; Thoma, a Szadek","1550","1612","POL"
"Szamotuly, Waclaw of","POL",NA,NA,5,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"POL"
"Szydelko, Sid G.","ENG","1960",NA,2,1,NA,"not found",NA,0,NA,NA,NA,"1960",NA,"ENG"
"Szymborski, Daniel","USA",NA,NA,1,1,NA,"not found",NA,0,NA,NA,NA,NA,NA,"USA"
"Sánchez, Frederic","ESP","1987",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1987",NA,"ESP"
"Taffanel, Paul","FRA","1844","1908",4,1,"http://d-nb.info/gnd/117196908","Taffanel, Paul","FRA",1,"1844","1908","Taffanel, Claude Paul; Taffanel, Claude-Paul; Taffanel, Claude P.","1844","1908","FRA"
"Taki, Rentaro","JPN","1879","1903",3,1,NA,"not found",NA,0,NA,NA,NA,"1879","1903","JPN"
"Talexy, Adrien","FRA","1821","1880",1,1,"http://d-nb.info/gnd/138698341","Talexy, Adrien","FRA",0,"1821","1881","Talexy, A.","1821","1881","FRA"
"Tallard, Camille","FRA","1652","1704",4,1,NA,"not found",NA,0,NA,NA,NA,"1652","1704","FRA"
"Tallis, Thomas","ENG",NA,NA,9,1,"http://d-nb.info/gnd/118801252","Tallis, Thomas","GBR",1,"1505","1585","Tallys, T.; Tallys, Thomas; Talys, Thomas; Talles, Thomas","1505","1585","ENG"
"Tam, Keith","CAN/CHN","1991",NA,1,1,NA,"not found",NA,0,NA,NA,NA,"1991",NA,"CAN/CHN"
"Taneyev, Sergey Ivanovich","RUS","1856","1915",5,1,"http://d-nb.info/gnd/118642669","Taneev, Sergej Ivanovič","RUS",1,"1856","1915","Taneev, Sergej I.; Tanejew, S. I.; Taneeff, S.; Taneiev, Serguei Ivanovitch; Taneïev, Serguei Ivanovitch; Taneïev, S. I.; Taneyev, Sergey; Taneev, Sergej; Taneiew, Serge; Taneïew, Serge I.; Taneev, S.; Tanejew, S.; Tanejew, Sergei; Tanejew, Sergej Iw.; Taneyev, S.; Taneyev, Sergei I.; Tanayev, Serge I.; Taneyev, Sergei Ivanovich; Taneyeff, Sergei; Taneïev, Sergei; Taneïew, Serge Iw.; Taneyef, Sergey; Tanejew, Sergei I.; Tanejew, Sergej I.; Taneiew, Serge I.; Tanejev, Sergej; Taneev, Sergei Ivanovich; Taneyev, Sergey I.; Taneyev, Sergei; Tanejew, Serge; Taneyev, Sergey Ivanovich; Tanejew, Sergej; Tanejew, Sergej Iwanowitsch; Taneyev, Sergej Iwanovitsch; Tanajeff, Sergei; Taneiev, Serge Ivanovitch; Taneiev, Sergei Ivanovich; Taneïev, Sergueï Ivanovitch; Tanejev, Serge; Tanéïèw, Serge Iw.; Tanejew, Sergei Iwanowitsch; Tanéev, Serguéï Ivanovitch; Taneiev, Sergei; Taneiev, S.","1856","1915","RUS"
"Tao, Kevin R.",NA,"1977",NA,5,1,NA,"not found",NA,0,NA,NA,NA,"1977",NA,NA
"Taraldsen, Simen Trovatten","NOR","1976",NA,3,1,NA,"not found",NA,0,NA,NA,NA,"1976",NA,"NOR"
"Tartini, Giuseppe","ITA","1692","1770",7,1,"http://d-nb.info/gnd/118620878","Tartini, Giuseppe","ITA",1,"1692","1770","Tartini, ...; Tartini, J.; Tartini-Kreisler, ...; Tartini-Francescatti, ...; Tartini, Giuzeppe; Tartini, G.","1692","1770","ITA"
"Taverner, John","ENG",NA,NA,8,1,"http://d-nb.info/gnd/118801457","Taverner, John","GBR",1,"1490","1545",NA,"1490","1545","ENG"
"Tchaikovsky, Pyotr Ilich","RUS","1840","1893",244,1,NA,"not found",NA,0,NA,NA,NA,"1840","1893","RUS"
"Tegnér, Alice","SWE","1864","1943",1,1,"http://d-nb.info/gnd/143696742","Tegnér, Alice","SWE",2,"1864","1943","Tegnér, Alice Charlotte; Sandström, Alice Charlotte","1864","1943","SWE"
"Telemann, Georg Michael","DEU","1748","1831",1,1,"http://d-nb.info/gnd/100624944","Telemann, Georg Michael","DEU/LVA",1,"1748","1831","Telemann, Georg M.; Telemann, Michael","1748","1831","DEU"
"Telemann, Georg Philipp","DEU","1681","1767",110,1,"http://d-nb.info/gnd/11862119X","Telemann, Georg Philipp","DEU",1,"1681","1767","Telemann, ...; Telemann, George P.; Telemann, Georges P.; Teleman, Georg P.; Telemann, Georg Phil.; Telemann, Ge. Phil.; Telemann, Georgius Philippus; Telemann, G. Phil.; Melande, Georgio; Melante; Telemann, Georg; Telemann, Giorgio F.; Telemann, G. P.; Telemann, G. P. H.; Telemann, Georg Phillipp; Telemann, Georg Phillip; Telemann, Georg-Philipp; Telemann, Georg Ph.; Telemann, G. Ph.; Telemann, Georg P.; Telemann, Giorgio Filippo; Teleman, Georgio Philippo; Teleman, Georg Philipp; Tellemann, Georg Philipp; Telemann, Georgivs Philippvs; Telemann, Georg Philip","1681","1767","DEU"
"Telli, Emanuele","ITA","1985",NA,3,1,NA,"not found",NA,0,NA,NA,NA,"1985",NA,"ITA"
"Temple, James D.","CAN","1983",NA,7,1,NA,"not found",NA,0,NA,NA,NA,"1983",NA,"CAN"
"Tennison, Sam A.","USA","1986",NA,22,1,NA,"not found",NA,0,NA,NA,NA,"1986",NA,"USA"
"Thalberg, Sigismond","CHE/AUT","1812","1871",15,1,"http://d-nb.info/gnd/11729781X","Thalberg, Sigismund","AUT/CHE/FRA/ITA",1,"1812","1871","Thalberg, Sigism.; Thalberg, S.; Thalberg, Sigmund; Thalberg, Sigismund Fortuné François; Thalberg, Sigismond Fortuné François; Thalberg, Sigismond","1812","1871","CHE/AUT"
"Thieriot, Ferdinand","DEU","1838","1919",3,1,"http://d-nb.info/gnd/117338311","Thieriot, Ferdinand","DEU",1,"1838","1919","Thieriot, F.; Thieriot, Ferd.; Thieriot, Heinrich Ferdinand; Thieriot, ...; Thieriot, Ferdinand Heinrich","1838","1919","DEU"
"Thobaben, Gary Charles","USA","1982",NA,5,1,NA,"not found",NA,0,NA,NA,NA,"1982",NA,"USA"
