Row	CAMC_Name	GND_URI	GND_Name	GND_Land	GND_Gender	GND_Birth	GND_Death	GND_VariantName
1118	Randolph, Kevin L.	NA	not found	NA	0	NA	NA	NA
1119	Ranney, Dave	NA	not found	NA	0	NA	NA	NA
1120	Ravel, Maurice	http://d-nb.info/gnd/118598651	Ravel, Maurice	XA-FR	1	1875-03-07	1937-12-28	Rabel, Moris; Ravel, M.; Ravelʹ, Moris; Ravel', Moris; Ravel, ...; Ravel, Joseph Maurice; Ravel, Maurice Joseph
1121	Ravina, Henri	http://d-nb.info/gnd/13514289X	Ravina, Jean-Henri	NA	1	1818	1906	Ravina, Henri; Ravina, Jean Henri; Ravina, Henri Jean; Ravina, Hi.
1122	Rebikov, Vladimir Ivanovich	http://d-nb.info/gnd/118948652	Rebikov, Vladimir Ivanovič	XA-RU	1	1866-05-31	1920-08-04	Rebikov, Vl.; Rebikov, Vladimir I.; Rebikow, Wladimir; Rebikow, Wladimir I.; Rébikoff, Wladimir I.; Rebikov, Vladimir Ivanovich; Rébikow, Wl.; Rebikov, Wladimir Iwanowitsch; Rebikoff, Wladimir; Rébikoff, Vladimer; Rebikow, W.I.; Rebikow, Wladimir Iwanowitsch; Rebikov, Vladimir; Rebikov, V.I.; Rébikoff, Wl.; Rebikoff, W.
1123	Redford, John	http://d-nb.info/gnd/12365758X	Redford, John	XA-GB	0	1484	1547	NA
1124	Redmer, Lewis H.	NA	not found	NA	0	NA	NA	NA
1125	Reger, Max	http://d-nb.info/gnd/118598988	Reger, Max	XA-DE	1	1873-03-19	1916-05-11	Reger, Johann Baptist Joseph Maximilian; Reger, M.; Reger, ...; Reger, Maks; Rēgers, M.
1126	Reicha, Antonín	http://d-nb.info/gnd/118931482	Reicha, Anton	XA-DE; XA-FR	1	1770-02-26	1836-05-28	Reicha, Antonin; Reicha, Antonín; Reicha, Antoine; Rejcha, Antonín Josef; Reicha, Anton J.; Reicha, Antoine J.; Reicha, Antonin J.; Rejcha, Antonín J.; Reicha, Antoine-Joseph; Reicha, A.; Reicha, Antonín Joseph; Rejcha, Antonin; Rejcha, Anton; Rejcha, Antonín; Rejcha, Antoine; Reicha, Anton Joseph
1127	Reinecke, Carl	http://d-nb.info/gnd/119388472	Reinecke, Carl	XA-DE	1	1824-06-23	1910-03-10	Reinecke, Carl Heinrich Carsten; Carsten, Heinrich; Carsten, Carl Heinrich; Karsten, Heinrich; Grove, W. te; Reinecke, ...; Reinecke, Charles; Reinecke, Karl Heinrich Karsten; Reinecke, Carl H.; Reinecke, Carolo; Reinecke, Karl Heinrich Carsten; Reinecke, Karl; Reinicke, Carl; Reinecke, Carl Heinrich
1128	Reinhold, Hugo	http://d-nb.info/gnd/116423064	Reinhold, Hugo	XA-AT	1	1854-03-03	1935-09-04	NA
1129	Rengers, Matt	NA	not found	NA	0	NA	NA	NA
1130	Repoulis, Michael	NA	not found	NA	0	NA	NA	NA
1131	Respighi, Ottorino	http://d-nb.info/gnd/118744593	Respighi, Ottorino	XA-IT	1	1879-07-09	1936-04-18	Respigi, Ottorino
1132	Reubke, Julius	http://d-nb.info/gnd/119111527	Reubke, Julius	XA-DE	1	1834-03-23	1858-06-03	Reubke, Friedrich Julius; Reubke, J.
1133	Revueltas, Silvestre	http://d-nb.info/gnd/119096757	Revueltas, Silvestre	XD-MX	1	1899-12-31	1940-10-05	Revueltas, S.
1134	Rheinberger, Joseph	http://d-nb.info/gnd/118744828	Rheinberger, Joseph	XA-DE	1	1839-03-17	1901-11-25	Rheinberger, ...; Rheinberger, Gabriel; Rheinberger, Josef von; Rheinberger, Giuseppe; Rheinberger, Gabriel J.; Rheinberger, Joseph Gabriel von; Rheinberger, J.; Rheinberger, Josef G.; Rheinberger, Jos.; Rheinberger, Josef Gabriel; Rheinberger, Gabriel Joseph; Rheinberger, Gabriel Josef; Rheinberger, Joseph von; Rheinberger, Joseph Gabriel; Rheinberger, Joseph G.; Rheinberger, Josef
1135	Ribeiro, Kim	NA	not found	NA	0	NA	NA	NA
1136	Richards, Gregory Kenneth	NA	not found	NA	0	NA	NA	NA
1137	Rickley, James F.	NA	not found	NA	0	NA	NA	NA
1138	Rieding, Oscar	http://d-nb.info/gnd/103827668	Rieding, Oskar	XA-DE	1	1840	1918	Rieding, O.; Riding, Oskar; Rieding, Oscar
1139	Rietz, Julius	http://d-nb.info/gnd/101365632	Rietz, Julius	XA-DE	1	1812-12-28	1877-09-12	Rietz, ...; Ritz, Julius; Rietz, August Wilhelm Julius
1140	Rimmele, Rolf	NA	not found	NA	0	NA	NA	NA
1141	Rimsky-Korsakov, Nikolay	http://d-nb.info/gnd/118601067	Rimskij-Korsakov, Nikolaj	XA-RU	1	1844-03-06	1908-06-08	Rimskij-Korsakov, ...; Rimsky-Korsakov, ...; Rimski-Korssakow, ...; Rimskij-Korsakow, ...; Rimskij-Korssakoff, Nikolai; Rimskij-Korssakoff, Nikolaj A.; Rimskij-Korssakov, Nikolai; Rimskij Korsakov, Nikolaj A.; Korsakov, Nikolaj R.-; Korsakov, Nikolay R.-; Korsakov, Nikolay A.; Korsakow, Nikolai Andrejewitsch Rimsky-; Rimski-Korssakow, Nikolaj A.; Rimsky Korsakow, Nikolai Andrejewitsch; Rimsky-Korsakoff, Nicolas; Rimsky-Korsakov, N.; Korsakow, Nikolaj A.; Rimsky-Korsakov, Nikolai A.; Korssakoff, Nikolaj A.; Korsakoff, Nikolai R.-; Korssakow, Nikolaj A.; Korssakow, Nikolai R.-; Rimskij-Korsakov, N. A.; Rimsky-Korsakow, Nikolai Andrejewitsch; Rimsky-Korsakow, Nikolaj A.; Rimsky-Korsakow, N. A.; Rimskij-Korsakov, Nicolaj A.; Korsakov, Nikolaj A.; Rimsky-Korssakoff, Nikolai A.; Rimsky-Korssakoff, Nikolaj A.; Rimsky-Korssakow, N. A.; Rimskij-Korsakov, Nikolaj Andreevič; Korsakov, Nikolaj A. Rimskij-; Rimskij-Korssakow, Nikolai; Rimsky-Korssakoff, N.; Rimskij-Korsakoff, Nikolaj; Rimskij-Korsakow, N.; Rimskij-Korsakow, Nikolaj; Rimskij-Korsakow, Nikolaj A.; Rimskij-Korssakow, Nicolai; Rimski-Korssakoff, Nicolai; Rimski-Korssakow, Nicolai; Rimskj-Korsakov, N.; Rimsky Korssakoff, Nicolai; Rimsky-Korsakov, Nicolai; Rimsky-Korsakov, Nicolai A.; Rimsky-Korsakov, Nicolas A.; Rimsky-Korsakov, Nicolay; Rimsky-Korsakov, Nicolay-Andreyevich; Rimsky-Korsakov, Nikolay A.; Rimsky-Korssakoff, Nicolai; Rimsky-Korssakow, Nicolai; Rimskij-Korsakow, Nicolai; Rimskii-Korsakov, Nikolai Andreevich; Rimskij-Korsakov, N.; Korsakov, Nikolaj Andreevič Rimskij-; Korssakoff, N. Rimsky-; Rimski-Korsakow, Nikolai A.; Rimsky-Korsakov, Nikolai Andreyevich; Rimskij-Korsakov, Nicolaj Andreeviéc; Rimski-Korssakow, Nikolaj Andreeviéc; Rimsky-Korsakow, Nikolaj Andreeviéc; Rimsky-Korssakoff, Nikolaj Andreeviéc; Rimskij-Korssakoff, Nikolaj; Rimsky-Korssakow, Nicolas; Rimski-Korsakov, Nikolaj; Rimskij-Korsakow, Nikolai; Korsakow, Nikolai R.-; Korsakow, Nicolai R.-; Korsakow, N. A. Rimski-; Korsakow, Nikolai Andrejewitsch Rimski-; Korsakov, Nikolaj Rimskij-; Korsakow, Nikolai Rimskij; Korsakov, N. Rimsky; Korsakow, Nicolai Rimski-; Rimski-Korsakow, Nikolaj Andrejewitsch; Korsakow, Nikolaj Andrejewitsch Rimski-; Korssakow, Nikolai Rimsky-; Rimski-Korsakow, N. A.; Rimsky-Korsakov, Nicolas; Rimsky-Korsakov, Nicholas; Rimski-Korssakow, N.; Rimskij-Korsakow, Nikolaj Andrejewitsch; Rimsky-Korsakow, Nicolai; Rimskij-Korsakov, Nikolaj A.; Rimski-Korsakow, Nikolai Andrejewitsch; Rimsky-Korsakov, Nikolay Andreyevich; Rimsky-Korsakow, Nicolas; Rimski-Korsakow, Nikolai; Rimsky-Korsakov, Nikolai; Rimsky-Korsakov, Nikolay; Rimsky-Korsakow, N.; Rimsky-Korsakow, Nikolai; Rimsky-Korssakoff, Nikolai; Rimski-Korsakow, Nicolai; Rimsky-Korssakow, Nikolai; Rimsky-Korssakow, Nikolaj; Rimski-Korsakov, Nikolai; Rimsky-Korsakoff, Nikolaus Andrejewitsch; Rimski-Korsakov, Nicolai; Korsakov, Nikolaj Andreevič Rimsky-; Rimsky-Korsakoff, Nicolai; Rimskij-Korssakow, Nikolaj Andrejewitsch; Rimsky-Korsakow, Nikolaj
1142	Rinaldi, Giovanni	http://d-nb.info/gnd/12053584X	Rota, Nino	XA-IT	1	1911-12-03	1979-04-10	Rinaldi, Nino; Rota, ...; Rotta, Nino; Rota Rinaldi, Nino; Rinaldi, Nino Rota; Rota, Nina; Rota Rinaldi, Giovanni; Rinaldi, Giovanni Rota
1143	Rivero, Claire	NA	not found	NA	0	NA	NA	NA
1144	Rivé-King, Julie	NA	not found	NA	0	NA	NA	NA
1145	Roberts, Nicholas John	NA	not found	NA	0	NA	NA	NA
1146	Robertson, Gordon Donald	NA	not found	NA	0	NA	NA	NA
1147	Robinson, Thomas	http://d-nb.info/gnd/121636518	Robinson, Thomas	XA-GB; XA-DK	0	NA	NA	NA
1148	Rockwell, John	NA	not found	NA	0	NA	NA	NA
1149	Rodriguez, F.	NA	not found	NA	0	NA	NA	NA
1150	Rodriguez, V.	NA	not found	NA	0	NA	NA	NA
1151	Roman, Johan Helmich	http://d-nb.info/gnd/118749560	Roman, Johan Helmich	XA-SE	1	1694-10-26	1758-11-20	Rohman, Johan Helmich; Roman, Johann Helmich; Roman, Johan H.; Roman, Johann H.; Roman, J. H.
1152	Romberg, Bernhard	http://d-nb.info/gnd/118749595	Romberg, Bernhard	XA-DE	1	1767-11-12	1841-08-13	Romberg, Bernardo; Romberg, Bernhard Heinrich; Romberg, Heinrich; Romberg, B.; Romberg, Bernhard H.; Romberg, Bern.; Romberg, Bernh.; Romberg, Bernard
1153	Roncalli, Conte Lodovico	NA	not found	NA	0	NA	NA	NA
1154	Rontgen, Julius	NA	not found	NA	0	NA	NA	NA
1155	Rore, Cipriano de	http://d-nb.info/gnd/119316897	Rore, Cipriano de	XA-BE	1	1515	1565	Roor, Cyprian de; Rore, Cyprien de; Rore, Cipriani de; Rore, Cipriano; Rore, Cyprian de; Rore, Cypriano de; Rore, Cipriano da; De Rore, Cipriano; De Rore, Cypriano; Rore, Cyprianus de; Da Rore, Cipriano
1156	Rosas, Juventino	http://d-nb.info/gnd/123093848	Rosas, Juventino	XD-MX	1	1868-01-25	1894-07-09	Rosas, Jouventino; Rosas Cadenas, Juventino
1157	Rossi, Salomone	http://d-nb.info/gnd/118791257	Rossi, Salamone	XA-IT	1	1570	1630	Rossi Hebreo, Salamone; Hebreo, Salamone Rossi; Rossi, S.; Rossi, Salomone; Rossi, Salamon; Rossi, Salomon; Rossi Ebreo, Salamone de; Rosi, Shelomoh ha-Ìvri; Rossi, Salamon de'; Rossi, Shlomo; Rosi, Solomon; Shelomoh min ha-adumim; Solomon min ha-adumim; Rossi, Salamon de’; Rossi, Salamone di, Ebreo; De’ Rossi, Salamon; Di Rossi, Salamone; Shelomoh, min ha-adumim; Rosi, Shelomoh, ha-ʻIvri; Solomon, min ha-adumim
1158	Rossini, Gioachino Antonio	http://d-nb.info/gnd/118602985	Rossini, Gioachino	XA-IT; XA-FR	1	1792-02-29	1868-11-13	Rossini, G. A.; Rossini, Gioacchimo; Rossini, Joachim; Rossini, Joach.; Rossini; Rossini, Gioachimo; Rossini, Gioacchino A.; Rossini, Gioachimo A.; Rossini, Gionchino; Rossini, Gioacchino; Rossini, Giacomo; Rossini, Gioacchino Antonio; Rossini, Gioachino Antonio; Rossini, G.; Rossini, Giacchino; Rossini, Giovacchino Antonio; Rosino, Gioacchino; Rossini, P.; Rossini, J.
1159	Rothschild II, Jonathan David	NA	not found	NA	0	NA	NA	NA
1160	Rotta, Antonio	NA	not found	NA	0	NA	NA	NA
1161	Rubinstein, Anton	http://d-nb.info/gnd/118926802	Rubinštejn, Anton G.	XA-RU	1	1829-11-28	1894-11-20	Rubinstein, ...; Rubinštejn, Anton Grigor'evič; Rubinštejn, A.; Rubinštejn, Anton; Rubinstein, A.; Rubinstein, Ant.; Rubenstein, Anton; Rubinstein, Anton Gregor; Rubinstein, Antoine; Rubinstein, Anton Grigorjewitsch; Rubinstein, Anton G.; Rubinstein, Anton; Rubinshteyn, Anton Grigorʹyevich; Rubinstejn, Anton Grigorʹevič; Rubinštejn, Anton Grigorʹevič
1162	Rubinstein, Rebecca Mikael	NA	not found	NA	0	NA	NA	NA
1163	Ruff, Dennis	NA	not found	NA	0	NA	NA	NA
1164	Ryerson, Matthew A.	NA	not found	NA	0	NA	NA	NA
1165	Rzonsa, Nicholas M.	NA	not found	NA	0	NA	NA	NA
1166	Régnard, François	NA	not found	NA	0	NA	NA	NA
1167	Sabitov, Nariman	NA	not found	NA	0	NA	NA	NA
1168	Sagerquist, Vic	NA	not found	NA	0	NA	NA	NA
1169	Saint-Luc, Jacques de	NA	not found	NA	0	NA	NA	NA
1170	Saint-Saëns, Camille	http://d-nb.info/gnd/11875081X	Saint-Saëns, Camille	XA-FR; XC-DZ	1	1835-10-09	1921-12-16	Saëns, Camille Saint-; Saint-Saens, Camille; Saint-Saëns, Charles Camille; Saëns, Camille Saint; Saint-Saens, Camillo; Saint-Saëns, Charles-Camille; Saint-Saëns, Charles Camile; Saint-Saëns, Charles Camille de; Saint-Saëns, C.; Saint-Saëns, ...; Sain-Saëns, Charles C.; Saint Saëns, Charles-Camille; Saëns, Charles-Camille Saint-; Sain-Sans, Kamil; San-Sānsu, ...; Sen-Sans, K.; Sen-Sans, Kamilʹ; Sen-Sans, Šarlʹ Kamilʹ; Saint-Sants, Camille; Saint-Saëns, Camille; Saint-Saëns, Charles-Camille; Saint-Saëns, Charles Camille
1171	Saito, Shizuka	NA	not found	NA	0	NA	NA	NA
1172	Salieri, Antonio	http://d-nb.info/gnd/118750909	Salieri, Antonio	XA-IT	1	1750-08-18	1825-05-07	Salieri, ...; Salieri, A.; Sallieri, Antonio; Salini, Anton; Salieri, Anton
1173	Sammartini, Giovanni Battista	http://d-nb.info/gnd/118794302	Sammartini, Giovanni Battista	XA-IT	1	1700	1775	Sammartini, Giovan Battista; Martini, Giovanni Battista; Martini, Giovanni B.; St. Martini, Giovanni Battista; St. Martini, Bapt.; Sammartini, Giovanni B.; Sammartini, G. B.; Samartini, Gio. Batta.; Summartini, Giovanni Battista; Martini, G. B.; Martin, Gian. Battista; Sammartini, Giambattista; San Martini, Giovanni Battista; Sanmartini, Giovanni Battista; St. Martino, Giovanni Battista
1174	Samples, Jay W.	NA	not found	NA	0	NA	NA	NA
1175	San Juan, Saul Jerome E.	NA	not found	NA	0	NA	NA	NA
1176	Sandrin, Pierre	http://d-nb.info/gnd/134736885	Sandrin	XA-FR	1	1490	1561	Sandrino, Pierre; Sandryn, Pierre; Regnault, Pierre; Sandrin, Pierre
1177	Sangiacomo, Andrea	NA	not found	NA	0	NA	NA	NA
1178	Santos, Ludovico	NA	not found	NA	0	NA	NA	NA
1179	Sanz, Gaspar	http://d-nb.info/gnd/12387162X	Sanz, Gaspar	XA-ES	1	1640-04-04	1710	Sanz y Celma, Gaspar Francisco Bartolomé; Celma, Gaspar Francisco Bartolomé y; Sanz y Celma, Gaspar F.; Sanz y Celma, Caspar; Celma, Gaspar Francisco Bartolomé Sanz y; Sanz Celma, Gaspar; Sanz, Caspar
1180	Sarasate, Pablo de	http://d-nb.info/gnd/116805455	Sarasate, Pablo de	XA-ES	1	1844-03-10	1908-09-21	Sarasate, Pablo Martin; Sarasate de Navascués, Pablo Martin; Navascués, Pablo Martin Sarasate de; Navascués, Pablo Martín Melitón de Sarasate y; Sarasate y Navascués, Pablo Martín Melitón de; Navascués, Pablo Martín Sarasate De; Navascués, Pablo Martin Melitón De Sarasate Y; Sarasate, P.; Sarasate, P. de; Sarasate y Navascuéz, Pablo Martín Melitón de; De Sarasate, Pablo; Saraste, Pablo; Sarasate, Pablo
1181	Sargent, Christopher Luke	NA	not found	NA	0	NA	NA	NA
1182	Sarkisyan, Ruben Rubenovich	NA	not found	NA	0	NA	NA	NA
1183	Sarti, Giuseppe	http://d-nb.info/gnd/12239657X	Sarti, Giuseppe	XA-IT	1	1729	1802	Sarti, Joseph; Sarti, Gioseppe; Sarti, ...; Sardi, Giuseppe
1184	Sartorius, Thomas	http://d-nb.info/gnd/134766113	Sartorius, Thomas	NA	1	NA	NA	NA
1185	Satie, Erik	http://d-nb.info/gnd/118605690	Satie, Erik	XA-FR	1	1866-05-17	1925-07-01	Satie, Alfred Erik Leslie; Satie, ...; Satie-Serebrier, ...; Satie, Eric Alfred Leslie; Satie, Eric
1186	Sauceda, Charles Anthony	NA	not found	NA	0	NA	NA	NA
1187	Savage, Jane	http://d-nb.info/gnd/1089219512	Savage, Jane	ZZ	0	NA	NA	NA
1188	Scandelli, Antonio	http://d-nb.info/gnd/120633728	Scandello, Antonio	XA-IT	1	1517-01-17	1580-01-18	Scandello, A.; Scandellus, A.; Schandellus, Anthonius; Scandellus, Anton; Scandelli, Antonio; Scandellus, Antonius; Schandelli, Anthonius
1189	Scarlatti, Alessandro	http://d-nb.info/gnd/118605976	Scarlatti, Alessandro	XA-IT	1	1660-05-02	1725-10-22	Scarlatti, Pietro Alessandro Gaspare; Scarlatti, Allessandro; Scarlatti, Alesandro; Scarlatti, Pietro A.; Scarlatti, A.; Scarlatti, Pietro Alessandro
1190	Scarlatti, Domenico	http://d-nb.info/gnd/118804952	Scarlatti, Domenico	XA-IT	1	1685-10-26	1757-07-23	Scarlatti, ...; Scarlatti, Giuseppe D.; Scarlatti, D.; Scarlatti-Benjamin, ...; Scarlatti, Dominico; Scarlatti, Dominique; Skarlatti, Domeniko; Scarlatti, Giuseppe Domenico
1191	Schaffer, Edward A.	NA	not found	NA	0	NA	NA	NA
1192	Scharroo, George Benjamin	NA	not found	NA	0	NA	NA	NA
1193	Scharwenka, Xaver	http://d-nb.info/gnd/117110450	Scharwenka, Xaver	XA-DE	1	1850-01-06	1924-12-08	Scharwenka, Theophil Franz Xaver; Scharwenka, Franz X.; Scharwenka, Franz Xaver; Scharwenka, X.; Scharwenka, Xavier
1194	Schatz, Dale Allen	NA	not found	NA	0	NA	NA	NA
1195	Scheidemann, Heinrich	http://d-nb.info/gnd/118754343	Scheidemann, Heinrich	XA-DE	1	1596	1663	Scheidemann, Henricus; Scheidemann, H.; Scheidemanni, Henrici
1196	Scheidler, Christian Gottlieb	http://d-nb.info/gnd/130610305	Scheidler, Christian Gottlieb	XA-DE	0	1752	1815	Scheidler, Christian G.; Scheidler, Chr. The.; Scheidler, Johann Christian Gottlieb; Schindler, Christian Gottlieb
1197	Scheidt, Samuel	http://d-nb.info/gnd/118754394	Scheidt, Samuel	XA-DE	1	1587	1654	Scheidt, ...; Scheidt, Sam; Scheit, Samuel; Scheidt, S.; Scheidt, Sam.
1198	Schein, Johann Hermann	http://d-nb.info/gnd/118754408	Schein, Johann Hermann	XA-DE	1	1586-01-20	1630-11-19	Schein, ...; Schein, Joh. Herm.; Schein, Johan-Herman; Schein, J. H.; Schein, Johann H.; Schein, Johann-Hermann; Scheinius, Johann Hermannus; Schein, Johan Herman; Schein, Hermann; Schein, Iohan-Hermanus; Schein, Johan-Hermanus; Schein, Johannes Hermann; Schein, Johann Herman; Schein, J.H.; Schein, Joan-Herman
1199	Schenker, Heinrich	http://d-nb.info/gnd/118607154	Schenker, Heinrich	XA-UA; XA-AT	1	1868-06-19	1935-01-14	Niloff, Artur; Niloff, Arthur; Shenkā, Hainrihi
1200	Schilli, Ryan Stefan	NA	not found	NA	0	NA	NA	NA
1201	Schissel, Eric L.	NA	not found	NA	0	NA	NA	NA
1202	Schlick, Arnolt	http://d-nb.info/gnd/118931121	Schlick, Arnolt	XA-DE	1	1455	1525	Schlick, Arnold; Schlicken, Arnold; Schlick, A.; Arnold, Schlick; Arnolt, Schlick; Schlicken, Arnolt
1203	Schlözer, Pyotr	NA	not found	NA	0	NA	NA	NA
1204	Schmelzer, Johann Heinrich	http://d-nb.info/gnd/10431821X	Schmelzer, Johann Heinrich	XA-AT	1	1623	1680	Schmelzer von Ehrenruef, Johann Heinrich; Schmelzer von Ehrenruff, Johann Heinrich; Ehrenruff, Johann Heinrich Schmelzer von; Schmeltzer, Johann H.; Schmeltzer, Johann Heinrich; Schmelzer, Gioanne E.; Schmelzer, Johann H.; Schmelzer, J. H.; Schmelzer v. Ehrenruff, Johann Heinrich; Smeltzer, ...; Smelzer, Gio. Henricus; Smelzer, Erico; Schmelzer, Johann-Heinrich; Schmeltzer, Heinrich; Schmelzer, Joanne Henrico; Schmelzer, Heinrich; Ehrenruef, Johann Heinrich Schmelzer von; Smelzer, Gio. Enrico
1205	Schnitzer, Ory	NA	not found	NA	0	NA	NA	NA
1206	Schoeck, Othmar	http://d-nb.info/gnd/118609920	Schoeck, Othmar	XA-CH	1	1886-09-01	1957-03-08	Schoeck, Otmar; Schoek, Othmar
1207	Schoenberg, Arnold	http://d-nb.info/gnd/118610023	Schönberg, Arnold	XA-AT; XA-DE; XD-US	1	1874-09-13	1951-07-13	Schönberg, A.; Schönberg, ...; Schoenberg, ...; Schenberg, A.; Šënberg, Arnolʹd; Šenberg, Arnol'd; Shenberg, Arnolʹd; Shenberg, A.; Schönberg, Arnold Franz Walter; Schoenberg, Arnold
1208	Scholtz, Herrmann	http://d-nb.info/gnd/116902299	Scholtz, Herrmann	XA-DE	1	1845-06-09	1918	Scholz, H.; Scholtz, Hermann; Scholtz- von Pozniak, ...
1209	Schreiner, Hermann L.	NA	not found	NA	0	NA	NA	NA
1210	Schubert, Camille (pseudonym of Camille Prilipp)	NA	not found	NA	0	NA	NA	NA
1211	Schubert, Franz Anton (Dresden)	http://d-nb.info/gnd/117108189	Schubert, Franz Anton	XA-DE	1	1768-07-20	1824-03-05	Schubert, ...
1212	Schubert, Franz Peter	http://d-nb.info/gnd/118610961	Schubert, Franz	XA-AT	1	1797-01-31	1828-11-19	Schubert, Franz P.; Schubert, Franç.; Šubert, Franc; Schubert, Franz Seraph Peter; Schubert, F.; Schubert, Fr.; Schubert; Schubert, Franz Peter; Schubert, François; Schubert, Franz Peter; berT
1213	Schulhoff, Jules	http://d-nb.info/gnd/117169781	Schulhoff, Julius	XA-AT; XA-DE; XA-CZ	1	1825-08-02	1898-03-16	Schulhof, Julius; Schulhoff, Jules
1214	Schultz, Johannes	http://d-nb.info/gnd/118762303	Schultz, Johannes	XA-DE	1	1582	1653-02-16	Schultz, Johann; Praetorius, Johannes
1215	Schumann, Clara Wieck	http://d-nb.info/gnd/11861164X	Schumann, Clara	XA-DE	2	1819-09-13	1896-05-20	Wieck, Klara; Wieck Schumann, Clara; Schumann, Klara; Schumann, Clara Wieck-; Schumann, Cl.; Schumann, ...; Schumann, Clara J.; Wieck, Clara Josephine; Wieck, Clara; Schumann, C.; Schumann, Klara Josephine; Schumann, Clara Josephine; Wieck-Schumann, Clara; Schumann-Wieck, Clara; Shumann, Klara
1216	Schumann, Robert Alexander	http://d-nb.info/gnd/118611666	Schumann, Robert	XA-DE	1	1810-06-08	1856-07-29	Schumann, Robert Kurt; Schumann, Rob.; Schumann, R.; Schuman, Robert; Schuhmann; Schumann, Franz; Šuman, Robert Aleksandr; Šuman, Robert Aleksander; Šuman, Robert; Ekert; Schumann; Šuman, R.; Schumann, Robert Alexander; Schumann, Roberto; Shuman, Robert
1217	Schutt, Eduard	NA	not found	NA	0	NA	NA	NA
1218	Schuyt, Cornelis	http://d-nb.info/gnd/134924924	Schuyt, Cornelis	NA	1	1557	1616	Schuyt, Cornelis Floris; Schuyt, Cornelius Floriszoon; Schuyt, C. F.; Schuyt, Cornelio; Schuyt, Cornelis Floriszoon
1219	Schweitzer, Anton	http://d-nb.info/gnd/119296225	Schweitzer, Anton	XA-DE	1	1735-06-06	1787-11-23	Schweitzer, ...; Schweizer, A.; Schweizer, Anton
1220	Schwenkglenks, Manfred	NA	not found	NA	0	NA	NA	NA
1221	Schürmann, Georg Kaspar	http://d-nb.info/gnd/118795546	Schürmann, Georg Caspar	XA-DE	0	1672	1751	Schürmann, Georg C.; Schürmann, Georg Kaspar; Schurmann, Georg K.; Schuermaann, Georg Kaspar; Schuermann, Georg Kaspar; Schuermann, Georg Caspar; Schurmann, Georg Caspar; Scheuermann, Georg Caspar; Schürman, ...
1222	Schütz, Heinrich	http://d-nb.info/gnd/11861116X	Schütz, Heinrich	XA-DE	1	1585-10-14	1672-11-06	Schütz, Hinrich; Schütz, Henricus; Schütz, Heinrico; Schütz, H.; Schütze, Henrich; Schütze, Heinrich; Schuetz, Heinrich; Schutz, Heinrich; Schuetz von Pfeilstadt, Henri; Schüzzius, Heinricus; Schüzze, Heinrich; Schüz, Heinrich; Schüz, Henricus; Schützius, Henricus; Schützen, Heinrich; Schützen, Henrich; Schütz, Henrich; Schütz; Sagittarius, Heinricus; Sagittario, Henrico; Sagittarius, Henricus; Sagittarius, Heinricus,; Sagitarius, Henricus; Saettario, Enrico; Šjutc, Genrich
1223	Scott, Aaron	NA	not found	NA	0	NA	NA	NA
1224	Scott, Cyril	http://d-nb.info/gnd/119495732	Scott, Cyril	XA-GB	1	1879-09-27	1970-12-31	Scott, Cyril Meir; Scott-Kreisler, Cyril; Meir-Scott, Cyril; Scott, Cyrill; Meir Scott, Cyril; Skott, Siril Meǐr
1225	Scriabin, Alexander	http://d-nb.info/gnd/118614916	Skrjabin, Aleksandr N.	XA-RU	1	1872-01-06	1915-04-27	Skrjabin, ...; Skrjabin, A. N.; Skrjábin, Alexander; Skryabin, A.; Scriabin, Alexander; Scriabin, ...; Scriabin, A.; Skrjabin, A.; Scriabine, A.; Skrjabin, Alexandr N.; Skrjabin, Aleksandr Nilolaevič; Scriabine, Alexander; Scriabine, Alexandre; Scrjabine, Alexander; Scriabin, Aleksandr; Skrjabin, Aleksandr Nikolaevič; Skrjabin, Alexander; Skrjabin, Alexander N.; Skriabin, Alexander; Scriàbine, Alexandre; Skryabin, Alexander; Scriabin, Alexander N.; Scryabin, Alexander; Skriabin, Alexander Nikolajewitsch; Skryabin, Alexander N.; Skrjabin, Aleksandr; Scriabine, Alexandre Nikolai͏̈évitch; Skrjabin, Alexander Nikolajewitsch; Skriabin, Alexander Nikolayevich; Skrjabin, Aleksandr Nikolaevic; Scriabin, Aleksandr Nikolayevich; Scriabin, Alexander Nikolayevich; Skriabin, Aleksandr Nikolaevich; Sriabin, Aleksandr; Skrjabin, Alexandr Nikolajevič; Scriabin, Alexandr Nikolayevich; Scriabin, Alexander Nikolayevitch; Skriabin; Scriabin
1226	Sear, Phillip C.C.	NA	not found	NA	0	NA	NA	NA
1227	Sechi, Giovanni Andrea	NA	not found	NA	0	NA	NA	NA
1228	Seixas, Jose Antonio Carlos de	NA	not found	NA	0	NA	NA	NA
1229	Sekuloff, Michael S.	NA	not found	NA	0	NA	NA	NA
1230	Semowich, Charles J.	NA	not found	NA	0	NA	NA	NA
1231	Senfl, Ludwig	http://d-nb.info/gnd/118764551	Senfl, Ludwig	XA-CH; XA-DE	1	1486	1542	Senffl, Ludwig; Senfelius, Ludwig; Senfel, Ludwig; Senffel, Ludwig; Sennffl, Ludwig; Senfl, ...; Senffly, Ludwig; Senflius, Ludovicus; Sennfl, Ludwig; Senfli, Ludwig; Sennfel, Ludwig; Senffl, Ludovicus
1232	Senigaglia, Jonathan D.	NA	not found	NA	0	NA	NA	NA
